# Accelerometer Data File
# Started @Fri Dec 02 13:38:06 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
0.179 3.639 9.23 10
0.24 3.649 9.17 10
0.25 3.659 9.26 10
0.32 3.73 9.26 10
0.32 3.73 9.21 10
0.38 3.689 9.179 10
0.329 3.75 9.179 10
0.229 3.75 9.21 10
0.26 3.75 9.15 10
0.28 3.709 9.21 10
0.28 3.679 9.19 10
0.329 3.72 9.099 10
0.42 3.75 9.179 10
0.399 3.74 9.139 10
0.45 3.78 9.15 10
0.47 3.75 9.17 10
0.45 3.78 9.12 10
0.47 3.79 9.179 10
0.42 3.76 9.2 10
0.45 3.79 9.13 10
0.42 3.81 9.099 10
0.38 3.79 9.11 10
0.399 3.76 9.09 10
0.359 3.78 9.059 10
0.45 3.8 9.03 10
0.489 3.83 9.03 10
0.55 3.879 8.98 10
0.5 3.85 9.08 10
0.489 3.83 9.04 10
0.44 3.8 9.059 10
0.45 3.76 8.99 10
0.42 3.79 9.05 10
0.42 3.73 9.019 10
0.459 3.73 9.03 10
0.45 3.77 9.01 10
0.429 3.87 9.01 10
0.45 3.83 8.98 10
0.459 3.82 8.92 10
0.429 3.82 8.97 10
0.41 3.85 8.96 10
0.35 3.78 8.929 10
0.359 3.8 8.95 10
0.39 3.8 8.91 10
0.35 3.79 8.97 10
0.32 3.76 8.94 10
0.32 3.81 8.95 10
0.34 3.81 8.96 10
0.32 3.79 9.0 10
0.32 3.81 8.97 10
0.329 3.85 8.98 10
0.34 3.84 9.01 10
0.32 3.84 9.03 10
0.359 3.899 9.05 10
0.31 3.899 9.12 10
0.28 3.889 9.15 10
0.32 3.85 9.22 10
0.35 3.81 9.22 10
0.32 3.81 9.2 10
0.269 3.899 9.22 10
0.32 3.889 9.179 10
0.39 3.909 9.15 10
0.429 3.959 9.2 10
0.42 3.97 9.139 10
0.42 3.949 9.15 10
0.39 3.97 9.12 10
0.38 3.939 9.09 10
0.39 3.879 9.09 10
0.41 3.87 9.07 10
0.359 3.879 9.059 10
0.42 3.889 9.09 10
0.459 3.86 9.09 10
0.489 3.85 9.07 9
0.5 3.83 9.059 10
0.48 3.83 9.04 10
0.48 3.77 9.05 10
0.38 3.77 8.98 10
0.34 3.77 8.99 10
0.39 3.78 9.07 10
0.399 3.77 9.11 10
0.5 3.75 9.13 10
0.52 3.76 9.16 10
0.61 3.74 9.22 10
0.63 3.77 9.21 10
0.55 3.79 9.23 10
0.59 3.82 9.2 10
0.53 3.81 9.23 10
0.57 3.73 9.179 10
0.56 3.76 9.21 10
0.57 3.679 9.16 10
0.61 3.659 9.23 10
0.7 3.61 9.25 10
0.74 3.6 9.15 10
0.74 3.59 9.09 10
0.729 3.53 8.94 10
0.659 3.57 8.8 10
0.61 3.57 8.67 10
0.51 3.57 8.55 10
0.539 3.58 8.49 10
0.51 3.55 8.53 10
0.55 3.55 8.559 10
0.52 3.6 8.53 10
0.55 3.61 8.639 10
0.52 3.62 8.69 10
0.47 3.58 8.769 10
0.39 3.59 8.83 10
0.38 3.58 8.94 10
0.359 3.54 9.0 10
0.35 3.53 9.09 10
0.31 3.51 9.15 10
0.359 3.52 9.29 10
0.35 3.51 9.3 10
0.35 3.449 9.32 10
0.34 3.439 9.34 10
0.31 3.46 9.38 10
0.34 3.419 9.33 10
0.37 3.409 9.32 10
0.47 3.399 9.29 10
0.53 3.35 9.28 10
0.669 3.35 9.28 10
0.71 3.35 9.26 10
0.71 3.419 9.3 10
0.7 3.419 9.37 10
0.719 3.389 9.469 10
0.729 3.389 9.59 10
0.71 3.389 9.66 10
0.719 3.34 9.679 10
0.82 3.29 9.76 10
0.9 3.23 9.79 10
0.93 3.199 9.719 10
0.979 3.12 9.7 10
1.069 3.11 9.599 10
1.14 3.139 9.49 10
1.16 3.1 9.309 10
1.24 3.129 9.22 10
1.319 3.159 9.05 10
1.4 3.159 8.96 10
1.469 3.11 8.91 10
1.54 3.1 8.86 10
1.599 3.04 8.769 10
1.569 3.04 8.74 10
1.63 2.97 8.59 10
1.68 2.929 8.5 10
1.65 2.83 8.33 10
1.689 2.78 8.189 10
1.79 2.73 7.99 10
1.91 2.7 7.759 9
2.01 2.639 7.509 10
2.03 2.669 7.25 10
2.02 2.669 7.0 10
2.0 2.679 6.7 10
2.0 2.73 6.399 10
1.979 2.879 6.18 10
2.01 2.909 6.089 10
2.129 2.8 6.009 10
2.28 2.69 5.97 10
2.46 2.679 5.759 10
2.409 2.71 5.609 10
2.48 2.81 5.38 10
2.48 2.919 5.13 10
2.49 3.0 4.83 10
2.59 2.99 4.569 10
2.59 3.08 4.319 10
2.659 3.189 4.12 10
2.73 3.34 4.069 10
2.87 3.409 3.86 10
2.909 3.36 3.889 10
3.05 3.47 3.909 10
3.199 3.75 3.909 10
3.27 3.899 3.84 10
3.37 4.12 3.82 10
3.449 4.15 3.909 10
3.429 4.17 3.85 10
3.3 4.22 3.909 10
3.21 4.36 4.2 10
3.22 4.279 4.39 10
3.07 4.11 4.569 10
2.879 4.049 4.569 10
2.86 4.029 4.7 10
2.79 4.15 4.93 10
2.7 4.46 5.04 10
2.79 4.569 5.22 10
2.79 4.74 5.549 10
2.49 5.23 6.259 10
2.25 5.75 7.14 10
1.89 6.129 8.429 10
1.68 6.089 9.55 10
1.64 5.6 11.07 10
1.65 4.63 12.69 10
1.589 3.28 14.58 10
1.199 1.38 17.699 10
1.63 1.329 19.84 10
-1.28 0.0 20.58 10
-3.149 -2.46 20.859 10
-2.84 -4.529 22.23 10
-0.179 -4.58 24.869 10
1.319 -4.509 26.619 10
0.269 -5.22 27.14 10
-0.049 -6.04 27.46 10
0.74 -6.819 28.72 10
1.589 -8.01 29.74 10
1.13 -8.41 29.289 10
0.669 -8.029 26.939 10
1.949 -7.839 22.82 10
2.389 -7.779 18.369 10
2.19 -5.759 14.849 10
1.77 -3.949 11.2 10
2.47 -2.74 8.24 10
1.75 -1.63 6.46 10
1.13 0.0 4.41 10
0.76 0.41 2.62 10
0.13 0.84 1.979 10
-0.03 1.839 0.35 10
0.919 3.28 -0.93 10
4.029 5.17 -2.11 10
5.279 5.589 -6.16 10
6.029 7.16 -10.11 10
5.299 8.84 -13.88 10
4.319 7.56 -17.91 10
4.009 5.56 -21.49 9
3.02 4.29 -23.619 10
1.0 4.029 -24.779 10
-3.22 5.569 -25.57 10
-6.69 6.93 -24.84 10
-7.339 8.29 -23.17 10
-5.569 10.13 -21.08 10
-2.09 10.469 -19.72 10
3.179 10.34 -18.21 10
8.49 9.49 -16.89 10
13.059 7.649 -17.74 10
15.7 7.96 -27.63 10
13.759 2.169 -25.68 10
12.429 -0.41 -25.4 10
12.309 -0.38 -21.5 10
12.38 -2.32 -21.17 10
11.2 -4.54 -17.0 10
10.429 -4.509 -15.679 10
9.79 -4.94 -13.94 10
8.34 -4.46 -9.519 10
5.92 -4.15 -6.04 10
3.629 -4.15 -3.699 10
1.329 -4.6 -2.51 10
-1.4 -4.54 -2.34 10
-3.12 -4.36 -2.75 10
-3.77 -4.61 -3.79 10
-3.61 -4.89 -4.339 10
-3.08 -4.97 -5.609 10
-2.32 -5.64 -6.2 10
-1.31 -6.379 -6.14 10
-0.74 -7.31 -6.04 10
-0.69 -8.769 -6.58 9
-1.3 -9.82 -8.12 10
-1.819 -10.05 -10.33 10
-2.98 -10.91 -12.0 10
-4.529 -11.34 -14.519 10
-5.08 -11.12 -15.95 10
-4.81 -10.809 -15.799 10
-4.67 -9.67 -14.82 10
-4.49 -7.879 -13.219 10
-3.11 -6.62 -11.53 10
-1.849 -6.23 -10.889 10
-0.31 -5.52 -10.09 10
-0.37 -5.009 -10.38 10
0.48 -4.339 -9.82 10
0.53 -3.21 -10.65 10
0.08 -3.09 -10.53 10
0.53 -3.05 -10.48 10
0.64 -2.48 -10.25 10
1.16 -2.27 -9.76 10
2.04 -2.81 -9.37 10
2.25 -3.0 -9.03 10
2.29 -2.78 -8.99 10
2.33 -2.69 -9.42 10
2.55 -2.71 -9.88 10
3.46 -2.99 -10.66 10
4.009 -2.72 -11.75 10
4.27 -2.379 -12.48 10
4.08 -2.23 -13.24 10
3.22 -1.91 -13.45 10
2.46 -1.959 -13.299 9
1.93 -2.379 -13.09 10
1.41 -3.159 -12.639 10
1.0 -3.62 -12.45 10
0.489 -4.069 -12.59 10
-0.489 -4.089 -12.48 10
-1.49 -3.77 -11.94 10
-2.03 -3.54 -11.84 10
-1.9 -3.86 -11.82 10
-2.01 -3.98 -11.94 10
-2.389 -3.62 -12.5 10
-2.86 -3.27 -12.769 10
-2.939 -3.3 -12.91 10
-2.83 -2.8 -13.349 10
-3.47 -2.169 -13.63 10
-3.87 -1.92 -13.679 10
-3.909 -1.449 -13.309 10
-4.35 -1.05 -13.099 10
-4.19 -0.71 -13.099 10
-3.6 -0.47 -12.63 10
-3.11 0.29 -11.94 10
-2.11 1.5 -11.34 10
-1.24 2.7 -10.44 10
-0.11 4.04 -9.61 10
0.93 5.819 -8.34 10
1.68 6.799 -7.27 10
2.25 7.14 -5.9 10
2.25 7.44 -4.65 10
1.74 7.799 -3.179 10
1.599 8.559 -1.65 10
1.459 8.78 -0.359 10
0.94 7.97 1.11 10
0.87 7.72 2.5 10
1.27 7.819 4.19 10
0.78 7.859 5.089 10
0.81 8.4 5.37 10
1.969 8.61 5.1 10
2.909 8.49 4.24 10
3.59 8.99 3.02 10
4.24 9.67 2.29 10
5.23 9.79 1.449 10
5.9 9.73 0.82 10
6.44 9.5 0.82 10
6.73 8.88 1.22 10
6.19 7.56 1.88 10
5.339 6.77 2.82 10
4.759 6.77 3.169 10
4.779 5.92 3.689 10
5.42 5.04 3.669 10
7.02 3.8 3.46 10
7.919 3.09 3.129 10
8.269 3.02 3.09 10
8.48 2.7 2.84 10
8.47 2.05 2.37 10
9.22 1.51 1.979 10
10.519 1.13 1.62 10
12.389 0.669 0.989 10
14.2 -0.25 0.0 10
16.199 -1.56 -0.57 10
17.19 -1.93 -1.29 10
17.57 -2.03 -2.58 10
16.51 -2.24 -3.679 10
14.559 -2.47 -4.39 10
13.42 -2.85 -4.7 9
12.599 -3.49 -5.279 10
12.07 -4.56 -5.65 10
11.179 -5.04 -5.71 10
10.33 -4.839 -5.65 10
9.84 -5.2 -5.73 10
9.639 -5.27 -6.24 10
9.21 -5.279 -6.58 10
8.59 -5.819 -6.83 10
8.05 -5.72 -7.56 10
7.609 -5.39 -7.839 10
7.22 -5.99 -8.29 10
7.97 -6.67 -8.599 10
7.99 -7.08 -9.309 10
7.049 -6.899 -10.05 10
6.089 -6.7 -10.099 10
5.42 -6.14 -9.82 10
4.87 -6.0 -9.36 10
4.6 -6.15 -8.67 10
4.569 -6.129 -7.96 10
4.64 -6.18 -7.49 10
4.74 -6.279 -6.93 10
4.79 -5.97 -6.56 10
5.15 -5.569 -6.46 10
5.859 -6.589 -6.54 10
6.43 -7.25 -6.529 10
6.64 -7.43 -6.359 10
6.58 -7.39 -6.17 10
6.12 -7.12 -5.81 10
5.91 -6.96 -5.21 10
5.64 -6.22 -4.97 10
5.31 -5.69 -4.819 10
4.89 -5.339 -4.66 10
4.71 -5.16 -4.23 10
4.19 -4.569 -4.339 10
3.379 -4.15 -4.68 10
2.24 -3.679 -4.6 10
1.29 -1.689 -5.08 10
0.96 0.84 -5.35 10
1.35 2.61 -5.66 10
2.44 3.939 -5.67 10
3.409 5.39 -5.759 10
4.83 6.83 -5.64 10
6.629 7.799 -5.64 10
8.23 9.36 -5.779 10
10.21 10.53 -5.58 10
12.3 10.92 -5.69 10
14.049 11.04 -5.529 10
15.41 10.41 -5.299 10
16.51 9.61 -5.15 10
17.1 8.87 -4.81 10
18.109 7.45 -4.29 10
19.14 5.47 -4.16 10
19.289 4.009 -3.85 10
19.189 3.159 -3.5 10
19.35 1.65 -3.159 10
19.09 0.269 -2.909 10
19.119 -0.88 -2.149 10
19.23 -1.4 -1.66 10
19.66 -1.959 -1.15 10
19.47 -2.1 -0.77 10
18.779 -1.76 -0.489 10
18.66 -2.3 -0.44 10
17.96 -2.6 -0.57 9
17.08 -2.46 -0.539 10
16.48 -2.78 -0.26 10
15.61 -2.8 0.58 10
14.45 -2.59 1.8 10
13.03 -2.58 3.959 10
11.53 -2.31 5.759 10
9.84 -1.78 6.99 10
8.25 -1.61 8.13 10
6.359 -1.459 8.48 10
4.44 -1.77 9.059 10
2.08 -1.969 9.63 10
-0.38 -0.95 9.969 10
-2.939 1.189 9.519 10
-3.919 3.659 8.61 10
-3.75 5.089 7.569 10
-3.8 6.77 6.529 10
-3.12 8.86 5.589 10
-2.24 9.71 4.79 10
-1.77 11.269 3.959 10
-1.12 13.99 3.949 10
0.41 16.789 4.64 10
2.3 18.85 4.43 10
5.109 21.0 4.49 10
9.98 22.699 4.85 10
14.4 23.46 5.33 10
17.14 23.09 5.49 10
17.1 23.21 5.49 10
15.38 24.119 6.21 10
14.04 23.58 6.649 10
12.84 21.49 6.6 10
11.55 19.52 7.18 10
10.75 17.33 8.16 10
10.29 15.46 8.87 10
10.84 13.45 9.79 10
11.509 12.19 10.24 10
11.37 11.4 10.59 10
10.82 11.16 11.19 10
9.66 10.83 11.04 10
7.91 10.07 10.53 10
6.359 9.349 9.5 10
5.14 8.78 8.4 10
4.62 7.77 7.37 10
6.24 6.24 7.12 10
6.81 5.629 6.43 10
6.46 5.609 6.069 10
5.95 5.83 5.819 10
4.91 5.56 5.799 10
3.76 4.65 5.49 10
2.78 3.23 5.16 10
2.159 2.25 4.64 10
1.76 1.15 4.279 10
1.49 0.34 3.82 10
1.23 -0.35 3.52 10
1.12 -0.539 3.34 10
0.87 -0.37 2.73 10
0.78 -0.29 2.46 10
0.59 0.13 2.24 10
0.35 0.45 2.419 10
0.58 0.539 3.26 10
0.96 1.02 3.04 10
1.18 1.15 2.669 10
1.87 0.75 2.96 10
2.3 0.61 3.129 9
2.23 0.55 2.919 10
2.01 0.399 2.53 10
1.73 0.28 2.159 10
1.78 0.52 2.02 10
1.9 0.69 1.979 10
2.29 1.0 2.02 10
2.649 1.449 1.88 10
2.899 1.77 2.07 10
3.3 2.46 2.07 10
3.3 2.53 1.939 10
3.27 2.81 2.22 10
3.03 3.48 2.669 10
2.7 4.27 3.01 10
2.52 4.98 3.149 10
2.879 5.47 3.84 10
3.26 6.109 4.31 10
3.169 6.81 4.529 10
2.48 7.419 4.74 10
1.979 7.7 5.5 10
2.429 7.87 6.649 10
3.11 7.95 6.99 10
3.199 7.879 7.17 10
2.72 8.029 7.27 10
2.34 8.389 7.359 10
2.5 8.69 7.54 10
2.81 8.71 7.899 10
3.1 8.57 8.16 10
3.09 8.189 8.01 10
3.11 7.399 7.6 10
3.06 7.02 7.27 10
2.69 6.75 6.81 10
2.36 6.69 6.399 10
2.25 6.7 5.89 10
2.01 6.649 5.33 10
2.0 6.47 4.87 10
2.06 6.399 4.62 10
1.99 6.43 4.2 10
1.73 6.62 4.21 10
1.48 6.75 4.47 10
1.24 6.839 4.74 10
1.04 6.89 4.859 10
0.9 6.85 5.22 10
0.76 6.92 5.29 10
0.52 6.98 5.41 10
0.329 6.819 5.319 10
0.47 6.69 5.64 10
0.55 6.629 5.73 10
0.7 6.44 5.92 10
0.77 6.21 6.109 10
0.53 6.2 6.25 10
0.32 6.15 6.41 10
0.0 6.1 6.54 10
-0.31 6.16 6.52 10
-0.53 6.259 6.49 10
-0.74 6.47 6.41 10
-0.87 6.64 6.399 10
-0.729 6.72 6.549 10
-0.58 6.819 6.799 10
-0.42 6.97 7.02 10
-0.299 7.069 7.33 10
-0.25 7.18 7.62 10
-0.359 7.419 7.83 10
-0.37 7.549 7.98 9
-0.459 7.649 8.139 10
-0.399 7.73 8.34 10
-0.429 7.83 8.5 10
-0.24 7.75 8.83 10
-0.03 7.609 8.97 10
0.099 7.509 9.22 10
0.179 7.29 9.26 10
0.25 7.049 9.12 10
0.13 6.879 8.94 10
0.07 6.67 8.61 10
-0.01 6.629 8.34 10
-0.049 6.52 8.029 10
-0.099 6.43 7.759 10
-0.16 6.35 7.43 10
-0.08 6.31 7.43 10
0.0 6.259 7.319 10
0.12 6.29 7.23 10
0.12 6.24 7.27 10
0.11 6.319 7.1 10
0.01 6.37 6.96 10
-0.049 6.379 6.92 10
-0.199 6.39 6.85 10
-0.17 6.49 6.819 10
-0.269 6.56 6.799 10
-0.31 6.629 6.81 10
-0.32 6.66 6.92 10
-0.31 6.72 7.089 10
-0.179 6.79 7.339 10
-0.049 6.859 7.47 10
0.089 6.94 7.62 10
0.179 7.0 7.74 10
0.17 7.08 7.819 10
0.22 7.069 7.96 10
0.29 7.009 8.12 10
0.329 6.93 8.29 10
0.48 6.89 8.61 10
0.64 6.69 8.69 10
0.849 6.56 8.79 10
1.13 6.359 8.7 10
1.22 6.23 8.5 10
1.319 6.069 8.21 10
1.29 5.95 7.899 10
1.22 5.87 7.549 10
1.18 5.83 7.31 10
1.03 5.819 7.19 10
1.0 5.85 6.99 10
0.9 5.87 6.97 10
0.81 5.839 6.899 10
0.68 5.859 6.879 10
0.62 5.91 6.83 10
0.599 6.029 6.799 10
0.55 6.12 6.66 10
0.53 6.14 6.71 10
0.399 6.259 6.649 10
0.38 6.25 6.859 10
0.35 6.21 7.04 10
0.459 6.2 7.37 10
0.53 6.12 7.79 10
0.59 6.069 8.059 10
0.77 6.12 8.309 10
0.95 6.029 8.45 10
1.03 6.0 8.61 10
1.1 6.02 8.599 9
1.069 5.96 8.61 10
0.989 5.89 8.47 10
0.87 5.87 8.33 10
0.65 5.83 8.189 10
0.539 5.819 8.109 10
0.489 5.74 7.95 10
0.44 5.7 7.899 10
0.37 5.73 7.819 10
0.42 5.71 7.81 10
0.429 5.68 7.73 10
0.359 5.67 7.73 10
0.429 5.759 7.68 10
0.5 5.74 7.7 10
0.53 5.73 7.779 10
0.58 5.75 7.799 10
0.53 5.799 7.93 10
0.489 5.799 7.94 10
0.56 5.79 7.97 10
0.55 5.7 8.01 10
0.61 5.68 8.04 10
0.61 5.69 8.01 10
0.62 5.71 8.08 10
0.63 5.75 8.059 10
0.65 5.79 7.98 10
0.659 5.77 8.0 10
0.59 5.77 8.0 10
0.59 5.72 8.12 10
0.489 5.64 8.059 10
0.37 5.66 8.09 10
0.37 5.66 8.04 10
0.329 5.68 7.97 10
0.359 5.67 8.04 10
0.44 5.7 8.04 10
0.489 5.72 8.05 10
0.489 5.71 8.059 10
0.45 5.72 8.05 10
0.39 5.71 8.109 10
0.359 5.69 8.08 10
0.31 5.65 8.05 10
0.28 5.68 7.99 10
0.28 5.65 7.95 10
0.299 5.72 8.029 10
0.32 5.759 7.96 10
0.34 5.73 7.93 10
0.329 5.68 7.97 10
0.32 5.68 7.94 10
0.31 5.62 7.99 10
0.31 5.65 8.019 10
0.329 5.589 7.98 10
0.329 5.629 8.059 10
0.32 5.65 8.109 10
0.31 5.67 8.08 10
0.359 5.68 8.109 10
0.29 5.62 8.12 10
0.24 5.65 8.16 10
0.21 5.64 8.149 10
0.17 5.68 8.069 10
0.16 5.66 8.019 10
0.21 5.67 8.0 10
0.19 5.69 7.919 10
0.17 5.77 7.91 10
0.21 5.75 7.91 10
0.179 5.73 7.93 9
0.17 5.72 8.01 10
0.21 5.69 8.01 10
0.089 5.73 8.01 10
0.089 5.72 8.069 10
0.11 5.74 8.059 10
0.179 5.73 8.09 10
0.26 5.759 8.16 10
0.32 5.819 8.17 10
0.32 5.799 8.139 10
0.31 5.85 8.24 10
0.29 5.799 8.25 10
0.269 5.759 8.179 10
0.24 5.779 8.23 10
0.25 5.79 8.26 10
0.229 5.79 8.08 10
0.21 5.77 8.12 10
0.199 5.779 8.08 10
0.269 5.74 8.059 10
0.25 5.779 8.04 10
0.17 5.74 7.96 10
0.179 5.74 7.91 10
0.149 5.71 7.91 10
0.16 5.73 7.89 10
0.16 5.75 7.93 10
0.17 5.77 7.93 10
0.199 5.73 8.029 10
0.149 5.69 7.95 10
0.099 5.68 8.059 10
0.04 5.66 8.08 10
0.0 5.629 8.059 10
0.02 5.549 8.12 10
0.0 5.529 8.109 10
0.02 5.569 8.109 10
0.07 5.58 8.109 10
0.089 5.62 8.12 10
0.16 5.609 8.149 10
0.19 5.64 8.109 10
0.179 5.62 8.139 10
0.19 5.62 8.139 10
0.17 5.62 8.17 10
0.099 5.64 8.109 10
0.049 5.67 8.05 10
0.099 5.71 8.019 10
0.11 5.73 8.019 10
0.149 5.779 8.029 10
0.149 5.759 8.099 10
0.19 5.83 8.109 10
0.149 5.799 8.139 10
0.179 5.7 8.189 10
0.12 5.68 8.22 10
0.11 5.64 8.24 10
0.06 5.64 8.149 10
0.11 5.64 8.17 10
0.04 5.67 8.059 10
0.099 5.69 8.069 10
0.199 5.73 8.04 10
0.24 5.79 8.019 10
0.329 5.74 7.99 10
0.34 5.77 8.059 10
0.359 5.779 8.069 10
0.26 5.72 8.09 10
0.22 5.71 8.099 10
0.24 5.72 8.08 10
0.229 5.629 8.029 9
0.22 5.7 7.96 10
0.149 5.73 7.879 10
0.16 5.779 7.879 10
0.17 5.819 7.81 10
0.14 5.83 7.839 10
0.13 5.81 7.919 10
0.17 5.779 7.99 10
0.149 5.759 8.04 10
0.179 5.75 8.149 10
0.19 5.73 8.149 10
0.179 5.7 8.2 10
0.149 5.72 8.17 10
0.179 5.7 8.17 10
0.16 5.74 8.099 10
0.08 5.69 8.069 10
0.04 5.7 8.019 10
0.04 5.67 7.97 10
0.03 5.65 7.94 10
0.02 5.65 7.91 10
0.08 5.609 7.98 10
0.089 5.68 7.89 10
0.049 5.7 7.96 10
0.06 5.7 7.96 10
0.08 5.68 7.97 10
0.07 5.66 8.01 10
0.02 5.72 8.0 10
-0.03 5.66 8.029 10
-0.03 5.66 7.98 10
0.0 5.66 7.95 10
0.01 5.64 7.96 10
0.049 5.67 8.01 10
0.03 5.68 7.99 10
0.11 5.7 8.05 10
0.08 5.73 8.069 10
0.06 5.71 8.09 10
0.03 5.7 8.04 10
0.0 5.69 8.04 10
0.0 5.7 8.08 10
0.0 5.73 8.059 10
-0.01 5.71 8.01 10
0.02 5.7 8.029 10
0.049 5.72 8.029 10
0.01 5.75 8.069 10
0.07 5.72 8.12 10
0.08 5.67 8.13 10
0.11 5.65 8.189 10
0.08 5.609 8.179 10
