# Accelerometer Data File
# Started @Fri Dec 02 13:31:51 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.52 2.419 8.44 10
-0.48 2.27 8.309 10
-0.329 2.139 8.189 10
-0.22 2.159 8.069 10
-0.179 2.2 8.0 9
-0.22 2.37 7.899 10
-0.25 2.48 7.799 10
-0.32 2.69 7.819 10
-0.39 2.879 7.96 10
-0.399 3.02 8.0 10
-0.44 3.11 8.09 10
-0.5 3.11 8.12 10
-0.51 2.99 8.23 10
-0.44 2.87 8.32 10
-0.41 2.889 8.349 10
-0.35 2.919 8.38 10
-0.329 3.06 8.38 10
-0.35 3.179 8.429 10
-0.41 3.429 8.5 10
-0.48 3.58 8.7 10
-0.58 3.84 8.86 10
-0.61 4.1 9.07 10
-0.659 4.31 9.33 10
-0.729 4.39 9.57 10
-0.859 4.48 9.769 10
-0.859 4.5 10.17 10
-0.87 4.49 10.41 10
-0.9 4.46 10.67 10
-0.89 4.4 10.91 10
-0.849 4.279 11.219 10
-0.89 4.15 11.45 10
-0.94 4.029 11.63 10
-1.04 4.02 11.719 9
-1.199 3.99 11.719 10
-1.449 3.919 11.73 10
-1.62 3.84 11.65 10
-1.76 3.659 11.519 10
-1.819 3.429 11.259 10
-1.9 3.28 11.16 10
-1.959 3.179 10.95 22
-2.03 3.08 10.849 10
-2.1 2.97 10.9 10
-2.07 2.82 10.99 10
-2.01 2.7 10.96 10
-1.91 2.51 10.82 10
-1.75 2.26 10.639 10
-1.49 1.86 10.25 10
-1.3 1.469 9.94 10
-1.1 1.069 9.599 10
-0.94 0.789 9.429 10
-0.95 0.799 9.349 9
-1.02 0.969 9.13 10
-1.18 1.26 8.82 10
-1.41 1.43 8.75 10
-1.56 1.66 8.63 10
-1.54 1.709 8.51 10
-1.39 1.77 8.41 10
-1.1 1.78 8.41 10
-1.0 1.8 8.48 10
-0.89 1.86 8.49 10
-0.84 1.99 8.51 10
-0.89 2.1 8.55 10
-0.9 2.139 8.58 10
-0.81 2.18 8.69 10
-0.83 2.28 8.78 10
-0.78 2.32 8.75 10
-0.77 2.34 8.67 10
-0.77 2.26 8.53 10
-0.789 2.31 8.37 10
-0.789 2.379 8.2 10
-0.83 2.429 8.109 10
-0.76 2.62 7.98 10
-0.7 2.83 7.99 10
-0.64 2.97 8.099 10
-0.57 3.149 8.09 10
-0.55 3.28 8.189 10
-0.59 3.409 8.149 10
-0.659 3.409 8.3 10
-0.599 3.35 8.4 10
-0.56 3.389 8.389 10
-0.459 3.33 8.37 10
-0.38 3.31 8.42 10
-0.45 3.32 8.5 10
-0.38 3.37 8.61 10
-0.47 3.5 8.69 10
-0.51 3.51 8.76 10
-0.599 3.58 8.82 10
-0.69 3.62 8.94 10
-0.77 3.659 9.08 10
-0.84 3.689 9.21 10
-0.82 3.78 9.38 10
-0.729 3.75 9.58 10
-0.789 3.8 9.87 10
-0.849 3.83 10.23 10
-0.93 3.77 10.63 10
-0.95 3.78 10.969 10
-0.979 3.76 11.269 10
-0.9 3.679 11.5 10
-0.89 3.62 11.67 10
-0.87 3.47 11.75 10
-0.89 3.37 11.769 10
-0.94 3.29 11.769 10
-0.919 3.12 11.82 10
-0.95 2.939 11.759 10
-1.069 2.73 11.719 10
-1.1 2.53 11.69 10
-1.13 2.47 11.66 10
-1.199 2.33 11.54 10
-1.25 2.169 11.349 10
-1.29 2.03 11.019 10
-1.24 1.81 10.639 10
-1.15 1.67 10.28 10
-1.0 1.43 9.95 10
-0.81 1.28 9.83 10
-0.71 1.209 9.769 10
-0.47 1.29 9.599 10
-0.38 1.41 9.5 10
-0.35 1.49 9.32 10
-0.29 1.599 9.24 10
-0.299 1.599 9.01 10
-0.26 1.599 8.75 10
-0.21 1.569 8.349 10
-0.179 1.52 8.09 10
-0.13 1.49 8.0 10
-0.089 1.56 8.0 10
-0.02 1.76 8.099 10
-0.01 1.91 8.2 9
-0.12 2.139 8.349 10
-0.25 2.27 8.51 10
-0.24 2.27 8.66 10
-0.179 2.1 8.65 10
-0.06 1.969 8.67 10
0.08 1.849 8.55 10
0.19 1.819 8.559 10
0.25 1.939 8.34 10
0.229 2.02 8.12 10
0.199 2.139 7.89 10
0.02 2.379 7.77 10
-0.11 2.659 7.779 10
-0.08 2.929 7.71 10
-0.149 3.05 7.98 10
-0.19 3.01 7.94 10
-0.049 2.879 8.019 10
-0.02 2.74 8.38 10
0.049 2.76 8.48 10
0.01 2.8 8.28 10
0.13 2.75 8.28 10
0.26 2.76 8.5 10
0.37 2.86 8.72 10
0.38 2.96 8.8 10
0.31 3.149 8.87 10
0.22 3.57 9.059 10
0.13 3.74 9.28 10
0.02 3.97 9.48 10
0.0 4.14 9.83 10
-0.07 4.29 9.96 10
-0.19 4.4 10.05 10
-0.29 4.509 10.309 10
-0.42 4.529 10.57 10
-0.51 4.54 10.79 10
-0.63 4.54 10.94 10
-0.74 4.45 11.24 10
-0.84 4.299 11.48 10
-0.93 4.13 11.71 10
-1.1 3.959 11.87 10
-1.3 3.82 12.009 10
-1.52 3.689 12.07 10
-1.62 3.5 12.04 10
-1.719 3.25 11.87 10
-1.79 2.99 11.63 10
-1.89 2.76 11.53 10
-1.959 2.629 11.41 10
-2.06 2.649 11.16 10
-2.129 2.74 10.95 10
-2.2 2.75 10.929 10
-2.22 2.77 10.96 10
-2.1 2.62 10.87 10
-1.99 2.379 10.79 10
-1.86 2.07 10.7 10
-1.829 1.68 10.469 10
-1.73 1.42 10.099 10
-1.68 1.199 9.769 10
-1.63 0.989 9.48 10
-1.579 0.81 9.17 10
-1.61 0.729 8.929 10
-1.62 0.7 8.74 10
-1.819 0.77 8.69 10
-1.91 0.989 8.69 10
-1.89 1.26 8.61 10
-1.819 1.42 8.5 10
-1.689 1.449 8.41 10
-1.5 1.41 8.42 10
-1.41 1.38 8.45 10
-1.24 1.42 8.49 10
-1.12 1.579 8.46 10
-1.09 1.66 8.51 10
-1.069 1.709 8.51 10
-1.02 1.719 8.62 10
-1.03 1.79 8.67 10
-1.0 1.88 8.599 10
-0.919 1.99 8.599 10
-0.89 2.05 8.48 10
-0.83 2.11 8.24 9
-0.77 2.139 8.08 10
-0.76 2.29 7.91 10
-0.789 2.409 7.799 10
-0.7 2.59 7.74 10
-0.64 2.77 7.79 10
-0.7 2.96 7.81 10
-0.69 3.12 7.95 10
-0.69 3.26 8.05 10
-0.729 3.33 8.099 10
-0.64 3.29 8.13 10
-0.62 3.24 8.179 10
-0.5 3.26 8.24 10
-0.51 3.28 8.29 10
-0.58 3.379 8.3 10
-0.7 3.49 8.37 10
-0.68 3.54 8.54 10
-0.71 3.659 8.7 10
-0.77 3.72 8.83 10
-0.859 3.8 9.0 10
-0.93 3.83 9.24 10
-1.04 3.899 9.45 10
-1.13 3.959 9.71 10
-1.22 4.0 9.99 10
-1.209 3.97 10.2 10
-1.199 3.919 10.5 10
-1.1 3.85 10.849 10
-1.04 3.81 11.25 10
-0.989 3.72 11.55 10
-0.95 3.74 11.83 10
-0.909 3.74 11.87 10
-0.989 3.58 11.92 10
-1.03 3.379 11.96 10
-0.989 3.07 11.88 10
-1.02 2.86 11.679 10
-1.11 2.7 11.44 10
-1.29 2.56 11.269 10
-1.41 2.51 10.94 10
-1.55 2.44 10.639 10
-1.67 2.35 10.57 10
-1.68 2.06 10.54 10
-1.689 1.829 10.69 10
-1.65 1.64 10.83 10
-1.48 1.579 10.83 10
-1.39 1.53 10.78 10
-1.29 1.43 10.58 10
-1.069 1.27 10.309 10
-0.84 0.989 9.96 10
-0.58 0.68 9.49 10
-0.34 0.599 9.179 10
-0.17 0.58 8.95 10
-0.14 0.799 8.72 10
-0.08 1.069 8.49 10
-0.11 1.36 8.26 10
-0.22 1.66 8.099 10
-0.34 1.849 8.069 10
-0.34 1.87 8.099 10
-0.269 1.87 8.149 10
-0.22 1.829 8.32 10
-0.269 1.78 8.34 10
-0.199 1.849 8.519 10
-0.179 1.93 8.66 10
-0.199 2.06 8.75 10
-0.22 2.23 8.76 10
-0.26 2.46 8.75 10
-0.229 2.6 8.67 10
-0.25 2.71 8.57 10
-0.269 2.659 8.44 10
-0.329 2.74 8.309 10
-0.35 2.77 8.109 10
-0.359 2.71 7.91 10
-0.45 2.61 7.87 10
-0.47 2.56 7.879 10
-0.5 2.62 7.7 10
-0.57 2.59 7.71 10
-0.62 2.56 7.75 9
-0.69 2.56 7.879 10
-0.7 2.69 8.029 10
-0.669 2.73 8.28 10
-0.62 2.79 8.38 10
-0.53 2.74 8.53 10
-0.42 2.77 8.679 10
-0.35 2.78 8.849 10
-0.42 2.909 9.04 10
-0.56 3.179 9.099 10
-0.75 3.409 9.309 10
-0.859 3.57 9.63 10
-0.95 3.78 9.9 10
-1.01 3.87 10.2 10
-1.069 4.02 10.559 10
-1.16 3.97 10.88 10
-1.17 3.85 11.29 10
-1.17 3.74 11.7 10
-1.18 3.6 11.969 10
-1.079 3.54 12.23 10
-1.189 3.34 12.429 10
-1.27 3.169 12.53 10
-1.41 3.04 12.54 10
-1.55 2.929 12.389 10
-1.66 2.87 12.2 10
-1.76 2.78 11.99 10
-1.88 2.6 11.8 10
-2.03 2.45 11.69 10
-2.07 2.44 11.54 10
-2.169 2.61 11.309 10
-2.21 2.73 11.03 10
-2.23 2.71 10.849 10
-2.11 2.54 10.63 10
-1.959 2.31 10.519 10
-1.73 2.02 10.4 10
-1.63 1.73 10.42 10
-1.55 1.569 10.36 10
-1.449 1.579 10.03 10
-1.43 1.56 9.469 10
-1.449 1.4 9.08 10
-1.54 1.28 8.65 10
-1.52 1.16 8.29 10
-1.53 1.1 8.099 10
-1.42 1.209 7.87 10
-1.41 1.29 7.899 10
-1.469 1.439 7.97 10
-1.52 1.64 7.96 10
-1.53 1.79 8.09 10
-1.61 1.79 8.21 10
-1.569 1.73 8.389 10
-1.42 1.67 8.44 10
-1.3 1.5 8.54 10
-1.22 1.41 8.69 10
-1.13 1.43 8.679 10
-1.16 1.48 8.63 10
-1.23 1.55 8.59 10
-1.329 1.65 8.54 10
-1.329 1.86 8.45 10
-1.329 1.93 8.44 10
-1.329 2.03 8.47 10
-1.189 2.129 8.47 10
-1.05 2.24 8.47 10
-1.02 2.389 8.44 10
-0.9 2.47 8.45 10
-0.859 2.6 8.46 10
-0.849 2.7 8.38 10
-0.81 2.76 8.559 10
-0.789 2.909 8.65 10
-0.87 3.06 8.69 10
-0.88 3.11 8.57 10
-0.919 3.07 8.54 10
-0.94 3.07 8.59 10
-0.93 3.06 8.44 10
-0.859 3.1 8.4 10
-0.77 3.159 8.429 10
-0.719 3.26 8.49 10
-0.719 3.389 8.65 9
-0.71 3.429 8.769 10
-0.69 3.55 8.929 10
-0.729 3.59 9.15 10
-0.799 3.649 9.51 10
-0.9 3.76 9.8 10
-0.87 3.81 10.19 10
-0.849 3.8 10.49 10
-0.859 3.76 10.82 10
-0.78 3.679 11.13 10
-0.75 3.61 11.42 10
-0.69 3.47 11.59 10
-0.68 3.409 11.769 10
-0.729 3.3 11.79 10
-0.84 3.189 11.75 10
-0.96 3.04 11.639 10
-1.03 2.909 11.49 10
-1.079 2.69 11.29 10
-1.1 2.5 11.11 10
-1.14 2.3 10.84 10
-1.189 2.24 10.63 10
-1.339 2.27 10.36 10
-1.29 2.22 10.219 10
-1.23 2.19 10.2 10
-1.15 2.04 10.24 10
-0.94 2.0 10.309 10
-0.729 1.979 10.37 10
-0.56 1.939 10.37 10
-0.53 1.849 10.139 10
-0.429 1.78 9.86 10
-0.38 1.73 9.55 10
-0.269 1.65 9.21 10
-0.14 1.49 9.04 10
-0.02 1.449 9.03 10
0.099 1.599 8.91 10
0.199 1.849 8.67 10
0.16 2.01 8.519 10
0.04 2.129 8.389 10
-0.03 2.159 8.309 10
-0.03 2.11 8.28 10
0.049 2.1 8.36 10
0.02 2.05 8.48 10
0.06 2.12 8.55 10
0.04 2.169 8.55 10
-0.07 2.22 8.599 10
-0.199 2.22 8.599 10
-0.22 2.23 8.65 10
-0.21 2.27 8.74 10
-0.11 2.3 8.79 10
-0.11 2.34 8.809 10
-0.08 2.429 8.69 10
-0.089 2.429 8.65 10
-0.11 2.389 8.559 10
-0.19 2.46 8.47 10
-0.22 2.419 8.54 10
-0.229 2.5 8.559 10
-0.299 2.57 8.49 10
-0.21 2.669 8.46 10
-0.12 2.77 8.55 10
0.03 2.929 8.58 10
0.24 3.09 8.53 10
0.42 3.23 8.61 10
0.5 3.36 8.75 10
0.56 3.5 8.86 10
0.53 3.649 9.019 10
0.52 3.79 9.15 10
0.489 3.72 9.3 10
0.38 3.77 9.44 10
0.17 3.81 9.58 10
-0.04 3.889 9.75 10
-0.229 3.8 9.92 10
-0.359 3.659 10.179 10
-0.42 3.57 10.37 10
-0.51 3.47 10.599 10
-0.51 3.37 10.86 10
-0.58 3.25 11.099 10
-0.669 3.21 11.309 9
-0.849 3.179 11.45 10
-1.05 3.179 11.46 10
-1.29 3.139 11.389 10
-1.49 3.06 11.3 10
-1.709 3.0 11.28 10
-1.89 2.85 11.269 10
-1.93 2.78 11.269 10
-1.939 2.7 11.179 10
-2.01 2.649 11.24 10
-1.969 2.57 11.3 10
-2.02 2.49 11.259 10
-2.07 2.54 11.2 10
-2.09 2.51 11.019 10
-2.05 2.399 10.92 10
-1.969 2.18 10.67 10
-1.79 1.89 10.61 10
-1.589 1.67 10.48 10
-1.35 1.66 10.16 10
-1.29 1.63 9.849 10
-1.38 1.66 9.61 10
-1.52 1.8 9.2 10
-1.54 1.77 8.86 10
-1.56 1.62 8.54 10
-1.459 1.449 8.34 10
-1.329 1.42 8.139 10
-1.319 1.52 8.08 10
-1.35 1.719 8.04 10
-1.43 1.979 8.05 10
-1.49 2.24 8.13 10
-1.48 2.35 8.269 10
-1.49 2.36 8.48 10
-1.469 2.31 8.69 10
-1.36 2.28 8.86 10
-1.25 2.19 8.98 10
-1.24 2.1 8.99 10
-1.18 2.04 9.09 10
-1.17 2.11 8.92 10
-1.15 2.12 8.88 10
-1.14 2.129 8.84 10
-1.16 2.18 8.7 10
-1.23 2.19 8.639 10
-1.209 2.27 8.599 10
-1.209 2.27 8.61 10
-1.22 2.31 8.639 10
-1.15 2.399 8.639 10
-1.1 2.47 8.62 10
-1.069 2.55 8.599 10
-0.969 2.629 8.54 10
-0.909 2.72 8.41 10
-0.83 2.72 8.29 10
-0.78 2.74 8.349 10
-0.68 2.81 8.309 10
-0.62 2.929 8.269 10
-0.56 3.0 8.25 10
-0.57 3.04 8.269 10
-0.52 3.07 8.34 10
-0.52 3.12 8.38 10
-0.47 3.189 8.44 10
-0.44 3.179 8.67 10
-0.47 3.28 8.84 10
-0.52 3.36 9.01 10
-0.5 3.419 9.269 10
-0.59 3.54 9.63 10
-0.58 3.55 10.0 10
-0.58 3.61 10.429 10
-0.55 3.659 10.82 10
-0.56 3.62 11.259 10
-0.599 3.639 11.59 10
-0.539 3.669 11.889 10
-0.56 3.639 12.04 10
-0.53 3.52 12.13 10
-0.459 3.409 12.15 10
-0.42 3.179 12.21 10
-0.34 3.03 12.0 10
-0.26 2.899 11.769 9
-0.429 2.76 11.58 10
-0.58 2.75 11.429 10
-0.7 2.71 11.349 10
-0.9 2.71 11.23 10
-0.94 2.639 11.0 10
-0.89 2.48 10.809 10
-0.9 2.3 10.63 10
-0.78 2.18 10.4 10
-0.659 2.05 10.2 10
-0.489 1.9 10.059 10
-0.24 1.719 10.09 10
-0.08 1.62 10.05 10
0.07 1.78 9.73 10
0.06 1.829 9.469 10
0.01 1.9 9.22 10
-0.04 1.92 8.9 10
0.04 1.939 8.849 10
0.06 1.91 8.88 10
0.179 2.11 8.69 10
0.17 2.31 8.66 10
0.03 2.429 8.73 10
0.0 2.49 8.76 10
-0.089 2.51 8.769 10
-0.07 2.44 8.82 10
-0.089 2.34 8.94 10
-0.06 2.33 9.08 10
-0.04 2.36 9.17 10
0.02 2.379 9.11 10
0.06 2.399 9.099 10
0.06 2.419 9.139 10
0.11 2.49 9.04 10
0.11 2.49 8.9 10
0.14 2.44 8.69 10
0.08 2.419 8.55 10
0.03 2.35 8.24 9
-0.02 2.31 8.179 9
0.03 2.36 8.059 10
0.0 2.57 8.0 10
-0.06 2.69 8.08 10
-0.03 2.75 8.16 10
0.149 2.74 8.109 10
0.29 2.639 8.179 10
0.56 2.6 8.28 10
0.68 2.55 8.109 10
0.71 2.62 8.01 10
0.659 2.75 8.04 10
0.59 3.02 7.98 10
0.45 3.27 8.019 10
0.31 3.48 8.04 10
0.26 3.669 8.22 10
0.29 3.75 8.36 10
0.24 3.79 8.45 10
0.17 3.899 8.51 10
0.13 4.0 8.67 10
0.049 4.1 8.889 10
-0.049 4.11 9.03 10
-0.08 4.14 9.37 10
-0.17 4.17 9.63 10
-0.25 4.22 9.87 10
-0.35 4.14 10.17 10
-0.34 4.029 10.65 10
-0.269 3.889 10.99 10
-0.34 3.909 11.259 10
-0.399 3.929 11.54 10
-0.5 3.81 11.65 10
-0.55 3.57 11.7 10
-0.56 3.26 11.74 10
-0.55 3.07 11.719 10
-0.65 2.87 11.679 10
-0.78 2.79 11.38 10
-0.95 2.71 11.269 10
-1.03 2.649 11.2 10
-1.1 2.62 10.969 10
-1.14 2.61 10.87 10
-1.16 2.54 10.74 10
-1.06 2.429 10.58 10
-0.9 2.19 10.38 10
-0.669 1.979 10.12 10
-0.53 1.73 9.82 10
-0.62 1.67 9.46 10
-0.76 1.839 9.12 10
-0.849 1.829 8.99 10
-0.919 1.839 8.889 10
-1.09 1.959 8.84 10
