# Accelerometer Data File
# Started @Fri Dec 02 13:27:14 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.429 3.84 8.94 10
-0.35 3.83 8.97 10
-0.31 3.75 8.98 10
-0.24 3.77 8.98 10
-0.21 3.78 8.98 10
-0.19 3.78 9.03 10
-0.16 3.78 9.04 10
-0.21 3.84 9.04 10
-0.22 3.889 9.019 10
-0.199 3.87 9.059 10
-0.19 3.899 9.099 10
-0.19 3.919 9.09 10
-0.19 3.879 9.07 10
-0.149 3.87 9.11 10
-0.16 3.879 9.09 10
-0.22 3.929 8.97 9
-0.22 3.97 9.0 10
-0.21 3.949 9.0 10
-0.179 3.919 9.01 10
-0.199 3.899 9.08 10
-0.199 3.949 9.07 10
-0.22 3.959 9.179 10
-0.28 3.99 9.21 10
-0.29 3.85 9.23 10
-0.29 3.86 9.22 10
-0.269 3.83 9.24 10
-0.24 3.82 9.23 10
-0.25 3.78 9.15 10
-0.179 3.709 9.13 10
-0.17 3.75 9.099 10
-0.16 3.8 9.16 10
-0.19 3.82 9.16 10
-0.26 3.86 9.15 10
-0.32 3.919 9.12 10
-0.299 3.85 9.07 10
-0.359 3.82 9.019 10
-0.31 3.79 9.04 10
-0.329 3.8 9.059 10
-0.29 3.8 9.03 10
-0.269 3.86 8.98 10
-0.21 3.87 9.0 10
-0.179 3.889 9.059 10
-0.14 3.909 9.05 10
-0.12 3.949 9.09 10
-0.11 3.919 9.08 10
-0.13 3.909 9.11 10
-0.12 3.87 9.09 10
-0.149 3.87 9.09 10
-0.179 3.87 9.01 10
-0.199 3.87 9.01 10
-0.199 3.84 9.03 10
-0.179 3.84 9.05 10
-0.149 3.81 8.99 10
-0.13 3.84 9.03 10
-0.17 3.82 9.07 10
-0.17 3.83 9.16 10
-0.199 3.84 9.15 10
-0.199 3.82 9.22 10
-0.22 3.87 9.2 10
-0.21 3.84 9.17 10
-0.229 3.84 9.11 10
-0.25 3.87 9.08 10
-0.26 3.889 9.07 10
-0.229 3.86 9.08 10
-0.24 3.899 9.09 10
-0.149 3.86 9.17 10
-0.229 3.879 9.15 10
-0.229 3.899 9.11 10
-0.29 3.939 9.13 10
-0.299 3.909 9.179 10
-0.31 3.97 9.11 10
-0.269 3.919 9.12 10
-0.31 3.939 9.11 10
-0.299 3.939 9.03 10
-0.299 3.99 8.99 10
-0.329 3.97 8.96 10
-0.35 3.97 8.96 10
-0.32 3.97 8.92 10
-0.269 3.99 8.92 10
-0.25 3.97 8.929 10
-0.28 4.0 8.929 9
-0.28 4.02 8.9 10
-0.31 4.029 8.88 10
-0.37 4.089 8.84 10
-0.37 4.1 8.88 10
-0.42 4.069 8.929 10
-0.359 4.029 8.92 10
-0.32 3.959 8.95 10
-0.32 3.97 9.059 10
-0.269 3.98 9.15 10
-0.359 4.04 9.099 10
-0.359 4.02 9.12 10
-0.359 4.049 9.05 10
-0.329 4.06 9.09 10
-0.32 4.069 9.09 10
-0.269 4.0 9.01 10
-0.229 3.98 9.07 10
-0.22 3.959 9.05 10
-0.199 3.939 9.03 10
-0.299 3.97 8.99 10
-0.31 3.97 8.92 10
-0.35 4.02 8.91 10
-0.39 3.949 8.97 10
-0.38 3.98 8.95 10
-0.34 3.949 9.04 10
-0.269 3.949 9.08 10
-0.299 3.929 9.13 10
-0.359 3.939 9.139 10
-0.32 4.0 9.139 10
-0.34 4.0 9.12 10
-0.32 4.0 9.07 10
-0.31 3.97 9.09 10
-0.34 3.97 9.07 10
-0.25 3.97 9.11 10
-0.26 4.029 9.05 10
-0.299 4.0 9.13 10
-0.26 4.029 9.07 10
-0.35 4.049 9.16 10
-0.359 4.08 9.23 10
-0.39 3.99 9.28 10
-0.41 3.919 9.179 10
-0.31 3.83 9.26 10
-0.25 3.72 9.269 10
-0.25 3.72 9.23 10
-0.179 3.709 9.19 10
-0.269 3.74 9.099 10
-0.32 3.82 8.98 10
-0.37 3.81 8.98 10
-0.34 3.86 8.929 10
-0.29 3.85 8.86 10
-0.35 3.8 8.92 10
-0.359 3.87 8.92 10
-0.359 3.87 8.82 10
-0.45 3.879 8.769 10
-0.429 3.889 8.809 10
-0.399 3.919 8.72 10
-0.41 3.959 8.75 10
-0.35 4.029 8.75 10
-0.32 4.049 8.78 10
-0.399 4.13 8.79 10
-0.359 4.17 8.83 10
-0.429 4.19 8.86 10
-0.42 4.17 8.96 10
-0.35 4.1 9.019 10
-0.38 4.08 9.03 9
-0.38 4.069 9.019 10
-0.44 4.049 8.99 10
-0.44 4.0 8.929 10
-0.51 4.0 8.94 10
-0.42 3.98 8.94 10
-0.359 3.98 9.01 10
-0.24 3.99 9.059 10
-0.269 3.949 9.16 10
-0.299 3.97 9.139 10
-0.29 4.0 9.17 10
-0.29 4.04 9.13 10
-0.31 3.959 9.11 10
-0.29 3.899 9.11 10
-0.28 3.889 9.05 10
-0.269 3.899 9.11 10
-0.21 3.86 9.08 10
-0.21 3.85 9.099 10
-0.269 3.83 9.16 10
-0.29 3.81 9.139 10
-0.31 3.81 9.07 10
-0.35 3.82 9.09 10
-0.37 3.86 9.01 10
-0.359 3.889 9.059 10
-0.35 3.879 9.07 10
-0.38 3.85 9.08 10
-0.35 3.83 9.099 10
-0.35 3.77 9.15 10
-0.32 3.8 9.17 10
-0.32 3.8 9.12 10
-0.34 3.82 9.059 10
-0.28 3.879 9.059 10
-0.299 3.929 9.0 10
-0.26 3.959 8.99 10
-0.24 3.959 8.97 10
-0.19 3.939 8.99 10
-0.199 3.899 8.96 10
-0.199 3.879 9.03 10
-0.199 3.879 9.019 10
-0.229 3.889 9.019 10
-0.24 3.929 8.98 10
-0.29 3.949 9.0 10
-0.269 3.919 8.99 10
-0.229 3.939 8.95 10
-0.21 3.919 8.929 10
-0.26 3.919 8.98 10
-0.25 3.929 8.96 10
-0.199 4.009 8.98 10
-0.16 3.99 9.08 10
-0.21 3.98 9.12 10
-0.199 4.0 9.139 10
-0.24 3.98 9.2 10
-0.25 3.98 9.17 10
-0.24 3.99 9.08 10
-0.22 4.0 8.98 10
-0.26 3.97 8.889 10
-0.229 3.959 8.8 10
-0.17 4.02 8.74 10
-0.21 4.049 8.679 10
-0.29 4.1 8.69 10
-0.32 4.11 8.62 10
-0.45 4.16 8.599 10
-0.48 4.16 8.57 10
-0.58 4.06 8.58 10
-0.57 4.08 8.47 9
-0.62 4.12 8.41 10
-0.599 4.1 8.41 10
-0.57 4.04 8.49 10
-0.459 4.049 8.57 10
-0.39 4.12 8.7 10
-0.31 4.16 8.91 10
-0.28 4.19 9.08 10
-0.28 4.13 9.3 10
-0.38 4.089 9.46 10
-0.399 4.089 9.62 10
-0.459 4.049 9.719 10
-0.51 4.0 9.599 10
-0.57 3.97 9.57 10
-0.55 3.939 9.55 10
-0.429 3.899 9.4 10
-0.14 3.679 9.29 10
-0.22 3.629 9.57 10
-0.12 3.83 9.21 10
-0.13 3.889 9.08 10
-0.21 3.86 9.29 10
-0.35 3.909 9.4 10
-0.45 3.909 9.37 10
-0.52 3.879 9.38 10
-0.5 3.78 9.37 10
-0.47 3.73 9.29 10
-0.41 3.75 9.0 10
-0.37 3.82 8.809 10
-0.299 3.82 8.7 10
-0.37 3.85 8.42 10
-0.42 3.919 8.59 10
-0.429 4.04 8.72 10
-0.37 4.069 8.73 10
-0.37 3.99 8.74 10
-0.399 3.85 8.78 10
-0.53 3.76 8.8 10
-0.659 3.699 8.78 10
-0.71 3.75 8.559 10
-0.75 3.8 8.429 10
-0.84 3.83 8.54 10
-0.849 4.12 8.5 10
-0.59 4.35 8.71 10
-0.489 4.5 8.69 10
-0.599 4.58 8.929 10
-0.799 4.65 9.23 10
-1.01 4.66 9.37 10
-1.06 4.36 9.309 10
-1.06 3.889 9.179 10
-1.11 3.34 9.179 10
-1.04 3.429 9.099 10
-0.87 3.639 8.91 10
-0.77 3.82 8.7 10
-0.599 4.089 8.559 10
-0.78 4.56 8.559 10
-1.31 4.97 8.7 10
-1.62 5.029 9.139 10
-1.86 4.65 9.74 10
-1.189 4.339 9.94 10
-0.26 3.639 9.429 10
-0.719 2.6 8.92 10
-0.979 2.37 8.92 10
-0.83 3.52 9.139 10
-0.729 4.13 9.38 10
-0.82 4.2 9.2 10
-0.87 4.23 8.79 9
-0.78 4.15 8.74 10
-0.38 4.02 8.46 10
-0.12 3.77 8.36 10
0.269 3.77 8.12 10
0.19 3.83 7.46 10
-0.28 3.85 7.12 10
-0.06 3.699 7.049 10
0.659 3.449 6.94 10
0.849 3.439 6.49 10
0.179 3.24 6.45 10
-0.179 3.439 6.52 10
0.11 3.61 6.39 10
0.63 3.379 6.12 10
1.09 3.129 5.89 10
1.459 2.97 5.69 10
1.99 2.669 5.359 10
1.819 2.6 5.0 10
1.29 3.399 4.799 10
1.42 3.82 4.27 10
1.06 4.13 4.19 10
0.399 4.509 5.18 10
0.74 4.98 5.049 10
2.06 3.74 4.49 10
2.679 3.0 4.71 10
2.79 3.07 5.529 10
2.72 3.34 6.44 10
2.84 3.689 6.72 10
3.59 3.5 6.85 10
4.319 3.159 6.31 10
5.029 2.1 6.49 10
6.02 0.95 8.179 10
7.44 0.179 10.769 10
8.599 -0.53 11.349 10
8.69 -1.09 10.059 10
7.83 -1.24 10.34 10
6.7 -0.56 10.55 10
5.66 0.88 10.41 10
3.649 3.09 10.86 10
3.52 2.61 11.32 10
3.79 0.57 11.79 10
4.31 -0.63 11.67 10
4.27 0.07 11.41 10
3.59 1.189 11.2 10
2.679 1.319 11.309 10
1.13 1.67 10.88 10
-0.089 2.79 10.429 10
-0.08 2.8 10.139 10
1.16 2.35 9.62 10
0.78 3.29 8.559 10
1.56 6.33 9.21 10
1.599 9.01 10.559 10
0.03 9.8 10.95 10
-1.4 9.67 12.099 10
-2.53 10.719 15.45 10
-2.669 10.67 16.0 10
-0.729 9.429 15.2 10
1.23 11.12 15.65 10
2.49 15.44 22.46 10
2.389 17.32 32.509 10
3.07 14.839 30.84 10
7.089 11.679 30.21 10
7.94 11.139 34.86 10
8.22 9.5 37.77 10
11.17 6.41 37.85 10
15.019 6.779 39.0 9
17.63 8.34 39.01 10
21.8 6.31 39.01 10
26.71 3.04 39.01 10
28.3 -0.44 38.96 10
27.939 -3.58 31.74 10
26.38 -4.509 23.98 10
23.199 -4.89 18.3 10
20.199 -11.099 15.389 10
16.029 -12.519 10.75 10
12.53 -13.009 8.69 10
9.76 -14.92 7.359 10
6.859 -16.41 6.18 10
4.27 -17.82 5.22 10
1.13 -17.94 4.14 10
-2.2 -18.279 3.48 10
-2.35 -18.98 3.76 10
-2.78 -19.52 4.23 10
-4.04 -19.38 3.73 10
-4.31 -18.77 3.85 10
-4.43 -18.26 4.16 10
-4.77 -18.13 4.259 10
-4.0 -17.69 4.36 10
-5.42 -18.289 3.449 10
-5.069 -16.219 3.82 10
-5.359 -16.619 1.589 10
-4.58 -15.969 0.37 10
-3.669 -15.469 -1.459 10
-2.919 -15.059 -2.81 10
-1.78 -14.42 -3.6 10
-0.429 -14.5 -4.589 10
1.4 -15.009 -6.23 10
3.939 -15.66 -7.68 10
5.23 -15.65 -9.22 10
6.649 -17.06 -10.75 10
9.519 -18.0 -11.19 10
20.699 -15.21 -11.41 10
17.57 -21.67 -10.57 10
25.26 -24.98 -6.44 10
37.489 -22.939 -4.5 10
39.25 -17.22 -3.25 10
39.25 -14.34 0.35 10
39.25 -11.17 1.9 10
39.25 -5.41 4.339 10
39.25 0.16 5.81 10
39.25 1.979 3.659 10
39.25 3.02 2.98 10
28.98 4.98 1.959 10
19.64 6.29 1.87 10
16.01 6.609 2.87 10
12.49 7.91 3.55 10
10.03 9.69 4.72 10
9.04 9.55 5.69 10
6.89 10.29 5.859 10
4.509 12.08 6.29 10
2.46 13.65 5.04 10
-0.55 15.769 4.14 10
-3.61 17.73 3.409 10
-6.279 19.41 3.09 10
-8.04 20.65 2.81 10
-8.59 21.199 2.889 10
-7.97 20.97 2.81 10
-7.029 19.81 3.31 10
-6.12 18.52 3.399 10
-5.41 17.31 3.78 9
-4.569 16.85 3.35 10
-2.62 16.89 2.28 10
-0.07 17.31 1.16 10
2.639 18.039 -0.39 10
5.74 18.52 -0.909 10
7.6 18.699 -0.539 10
10.49 18.96 -0.049 10
12.769 18.76 1.209 10
17.55 19.109 1.39 10
24.82 18.67 1.64 10
35.69 18.939 1.199 10
39.23 19.279 0.5 10
39.25 20.25 1.51 10
39.25 19.85 2.23 10
39.25 15.32 1.03 10
39.25 9.679 1.09 10
39.25 5.4 2.83 10
39.25 2.28 3.649 10
39.25 -2.639 3.74 10
39.25 -7.819 4.15 10
39.25 -12.48 5.259 10
36.719 -16.119 6.839 10
29.099 -18.08 8.37 10
23.019 -18.89 9.12 10
18.32 -18.779 9.61 10
14.549 -19.18 9.69 10
12.12 -19.439 9.16 10
10.19 -20.23 8.36 10
8.24 -20.0 7.68 10
6.81 -19.779 7.44 10
5.029 -19.9 7.33 10
2.879 -19.96 7.24 10
0.83 -20.43 7.71 10
-1.23 -21.42 7.73 10
-3.56 -21.97 7.56 10
-4.83 -22.89 7.149 10
-6.41 -23.529 6.18 10
-8.069 -23.1 4.96 10
-9.269 -22.33 3.46 10
-9.54 -21.65 1.39 10
-8.53 -20.869 -0.22 10
-6.72 -20.25 -1.579 10
-4.6 -19.279 -2.78 10
-1.89 -18.359 -3.57 10
0.65 -17.17 -4.43 10
3.75 -13.929 -9.679 10
6.799 -14.19 -8.75 10
7.819 -14.46 -8.62 10
9.92 -16.289 -5.94 10
12.62 -17.57 -6.24 10
17.43 -20.119 -4.91 10
24.73 -21.23 -3.82 10
36.07 -18.47 -2.26 10
39.239 -12.3 -3.83 10
39.25 -6.16 -5.38 10
39.25 0.919 -3.909 10
39.25 6.97 -4.24 10
39.25 11.38 -2.45 10
39.25 15.299 -1.459 10
39.25 15.37 -3.05 10
33.03 13.599 -2.24 10
22.359 12.69 -1.959 10
14.5 11.83 -1.04 10
8.05 11.75 0.07 9
3.659 12.36 0.82 10
0.28 13.07 0.83 10
-2.76 14.809 0.51 10
-5.27 14.929 -0.11 10
-8.8 15.559 0.32 10
-11.59 16.19 0.38 10
-13.98 16.369 0.62 10
-15.33 15.98 1.12 10
-15.65 15.15 1.27 10
-15.37 14.19 1.689 10
-14.54 12.98 1.969 10
-13.299 11.4 1.979 10
-11.79 11.25 2.45 10
-9.21 12.3 2.21 10
-6.379 13.88 1.599 10
-2.419 16.42 -0.049 10
2.85 18.82 -1.079 10
9.34 22.029 -1.02 10
13.469 24.18 -1.28 10
17.49 24.279 -0.39 10
20.13 24.3 0.39 10
21.59 23.6 0.919 10
25.119 23.22 1.61 10
30.34 21.84 1.18 10
38.01 20.539 0.359 10
39.25 19.619 0.04 10
39.25 19.439 0.0 10
39.25 17.63 0.34 10
39.25 15.139 1.599 10
39.25 11.66 2.1 10
39.25 6.649 3.29 10
39.25 0.29 4.0 10
39.25 -5.17 4.37 10
39.25 -10.01 4.31 10
39.25 -13.809 4.41 10
32.649 -16.43 4.94 10
26.439 -19.96 5.71 10
20.26 -21.369 6.18 10
15.0 -23.05 7.29 10
11.37 -24.42 7.759 10
8.67 -24.58 8.01 10
7.04 -24.16 8.08 10
5.99 -24.63 8.029 10
3.56 -25.019 7.99 10
1.0 -24.519 7.62 10
-0.53 -24.57 7.109 10
-2.409 -24.34 6.18 10
-3.75 -24.189 5.27 10
-4.91 -23.68 4.299 10
-6.37 -23.18 2.81 10
-7.12 -22.68 0.95 10
-7.39 -22.359 -0.76 10
-7.04 -21.83 -2.669 10
-5.9 -21.49 -4.44 10
-4.22 -20.96 -5.54 10
-2.48 -20.13 -6.19 10
0.329 -19.38 -6.75 10
3.05 -18.48 -7.2 10
5.91 -17.74 -7.27 10
9.03 -17.17 -6.97 10
12.3 -17.48 -6.609 10
16.1 -17.41 -5.08 10
20.5 -18.779 -5.42 10
27.439 -17.6 -1.42 10
38.79 -14.95 -1.829 10
39.25 -9.33 -0.95 10
39.25 -2.99 0.56 10
39.25 4.319 -0.41 10
39.25 6.899 -1.24 10
39.25 10.38 -1.53 10
39.25 12.83 -2.95 10
39.25 13.139 -3.03 10
39.25 12.79 -3.389 10
32.86 12.0 -2.23 10
22.85 10.98 -1.48 10
15.719 9.79 -0.489 10
9.7 8.94 -0.39 10
5.19 8.25 0.38 10
1.22 7.83 1.189 9
-2.02 8.29 2.02 10
-4.81 9.78 2.29 10
-7.49 10.92 2.56 10
-9.19 12.41 2.24 10
-10.969 13.57 1.459 10
-11.759 14.13 0.56 10
-11.91 13.96 -0.089 10
-11.98 13.95 -0.48 10
-11.73 14.67 -0.78 10
-10.969 15.549 -0.56 10
-9.37 16.19 -0.41 10
-6.819 17.18 -0.45 10
-4.18 17.869 -0.59 10
-1.849 18.31 -0.58 10
1.199 17.77 -0.38 10
3.929 17.22 -0.17 10
6.23 16.27 0.04 10
9.78 16.1 0.13 10
13.59 15.91 -0.19 10
18.65 16.029 -0.56 10
24.31 15.98 -1.75 10
30.73 14.639 -3.0 10
34.899 15.58 -3.21 10
39.23 16.0 -3.85 10
39.25 14.259 -3.379 10
39.25 12.48 -2.1 10
39.25 10.8 -0.179 10
39.25 8.36 1.839 10
39.25 5.859 2.3 10
39.25 3.679 2.05 10
39.25 0.429 1.949 10
39.25 -2.96 2.59 10
36.35 -6.18 3.25 10
30.67 -8.69 3.87 10
25.019 -11.059 4.62 10
19.869 -13.48 6.009 10
15.339 -15.38 6.629 10
10.849 -16.88 7.509 10
8.04 -19.05 8.12 10
5.35 -20.96 8.4 10
3.33 -22.31 8.349 10
1.209 -22.93 8.36 10
-1.12 -23.619 8.33 10
-2.8 -23.939 8.13 10
-3.879 -24.41 7.819 10
-4.5 -25.24 7.0 10
-5.45 -25.23 5.879 10
-6.089 -25.08 4.62 10
-7.04 -24.519 2.53 10
-7.509 -23.48 0.07 10
-6.97 -22.439 -2.04 10
-5.69 -20.939 -4.04 10
-3.54 -19.46 -5.14 10
-0.69 -18.33 -5.87 10
2.56 -17.63 -6.569 10
5.29 -16.949 -6.93 10
7.64 -16.17 -7.339 10
9.559 -15.82 -7.68 10
13.69 -16.199 -7.5 10
22.06 -15.009 -7.549 10
31.96 -10.84 -8.59 10
39.25 -4.7 -9.54 10
39.25 -0.21 -8.83 10
39.25 3.49 -8.029 10
39.25 6.35 -7.19 10
39.25 9.74 -5.549 10
39.25 12.0 -4.859 9
39.25 12.009 -3.629 10
37.98 12.46 -2.679 10
30.01 12.809 -1.339 10
23.34 12.11 -0.179 10
18.09 11.519 0.58 10
14.03 11.429 1.09 10
10.86 11.54 1.189 10
8.22 11.23 1.069 10
5.87 11.139 0.799 10
3.919 11.269 0.28 10
2.08 11.269 0.34 10
-0.229 12.05 -0.31 10
-2.19 12.44 -0.459 10
-5.24 12.509 -0.429 10
-7.94 12.79 -0.34 10
-10.139 12.63 0.16 10
-11.8 12.25 -0.099 10
-12.519 11.75 -0.08 10
-12.219 11.55 -0.06 10
-11.07 11.7 -0.179 10
-9.139 12.32 -0.58 10
-7.04 13.32 -1.02 10
-4.63 14.349 -1.3 10
-1.829 15.219 -1.68 10
1.35 15.929 -2.09 10
4.74 16.46 -2.54 10
8.34 16.94 -2.899 10
13.17 17.5 -3.28 10
17.9 18.68 -3.6 10
22.859 19.47 -3.919 10
27.64 19.699 -3.98 10
31.73 20.18 -3.679 10
38.379 19.869 -4.12 10
39.25 18.85 -3.909 10
39.25 17.369 -3.84 10
39.25 14.62 -2.919 10
39.25 11.67 -2.07 10
39.25 8.92 -1.53 10
39.25 5.87 -1.319 10
39.25 2.5 -1.31 10
37.05 -1.22 -0.56 10
32.219 -4.39 0.22 10
26.92 -7.46 1.469 10
22.18 -10.41 2.8 10
17.33 -12.83 3.889 10
12.639 -14.639 4.81 10
8.58 -16.83 5.66 10
5.339 -18.4 5.91 10
2.71 -19.71 5.52 10
0.51 -21.109 5.06 10
-1.93 -22.66 4.85 10
-4.02 -23.269 4.93 10
-5.109 -23.5 5.049 10
-5.96 -24.49 4.93 10
-6.58 -24.119 4.94 10
-6.58 -24.05 4.509 10
-6.48 -24.21 3.22 10
-6.14 -23.25 1.48 10
-4.75 -22.38 -0.25 10
-3.379 -21.359 -1.89 10
-1.439 -19.91 -3.23 10
1.0 -18.46 -4.049 10
3.52 -17.109 -4.759 10
6.66 -16.18 -5.43 10
9.95 -15.139 -5.87 10
13.15 -14.32 -6.46 9
18.609 -13.69 -6.339 10
27.15 -11.23 -5.43 10
36.54 -7.31 -4.47 10
39.23 -3.36 -3.61 10
39.25 -0.32 -3.05 10
39.25 1.28 -2.77 10
39.25 2.169 -1.709 10
39.25 3.97 -0.74 10
39.25 5.15 1.01 10
35.07 5.629 1.14 10
29.779 5.629 1.64 10
24.99 6.52 2.169 10
20.84 7.649 2.26 10
17.789 8.47 2.379 10
15.36 9.3 2.11 10
12.969 10.11 1.48 10
10.83 10.54 1.01 10
8.54 10.98 0.57 10
6.15 12.03 0.84 10
3.22 13.09 1.52 10
-0.06 14.53 2.12 10
-3.05 15.94 1.939 10
-5.49 17.35 1.55 10
-7.49 18.63 0.329 10
-8.2 19.01 -0.859 10
-8.099 19.279 -1.27 10
