# Accelerometer Data File
# Started @Fri Dec 02 13:32:56 CST 2016
#
#
# sensor Vendor: hTC Corp.
# sensor Name: Accelerometer Sensor
# sensor Resolution: 0.01m/sec^2; Max Range: 39.2266; Min Delay: 10000 microseconds
# The sensor's attributes are the result hardware and the Android capabilities.
# It means that the Android may not utilize all features provided by the hardware.
#
# Some devices and Android versions save battery too much so the device may go to sleep.
# It just happens after couple of minutes from turning off the scree and it is easy to find it out.
#
# The following file provides the data from accelerometer in the m/s^2 format.
# The diff value is just a time delta between the samples
#
#
# data format:
# so we have 4 columns with values separated by the " "
# X Y Z time_from_previous_sample(ms)

# sensor speed set to:FASTEST
# units set to: m/sec^2
# gravity NOT filtered out
# Accuracy: HIGH
-0.729 3.949 8.99 10
-0.71 3.949 9.05 10
-0.76 3.949 8.99 10
-0.7 3.959 9.059 10
-0.68 3.98 9.11 10
-0.68 3.97 9.08 10
-0.669 4.02 9.019 10
-0.659 3.99 8.96 10
-0.69 4.009 8.929 10
-0.65 4.0 8.94 10
-0.68 4.04 9.01 9
-0.719 4.049 8.99 10
-0.7 4.009 9.04 10
-0.69 3.98 9.08 10
-0.669 3.919 9.04 10
-0.659 3.929 9.07 10
-0.68 3.939 9.13 10
-0.69 3.959 9.07 10
-0.719 3.97 9.04 10
-0.729 3.929 9.04 10
-0.71 3.909 8.929 10
-0.659 3.87 8.98 10
-0.659 3.87 9.03 10
-0.63 3.86 9.0 10
-0.63 3.87 9.03 10
-0.7 3.85 9.0 10
-0.729 3.959 8.99 10
-0.83 4.029 8.99 10
-0.989 4.0 9.01 10
-0.84 3.97 9.08 10
-0.71 3.899 9.13 10
-0.64 3.84 9.099 10
-0.599 3.85 9.059 10
-0.71 3.909 9.019 10
-0.78 3.959 8.98 10
-0.81 4.06 8.99 10
-0.789 4.029 8.99 10
-0.71 4.0 9.07 10
-0.69 3.97 9.03 10
-0.659 3.939 8.97 10
-0.669 3.949 8.95 9
-0.7 3.929 8.91 10
-0.68 3.949 8.889 10
-0.69 3.99 8.91 10
-0.62 3.97 8.86 10
-0.65 3.939 8.88 10
-0.729 3.959 8.92 10
-0.74 3.909 8.98 10
-0.76 3.949 8.97 10
-0.76 3.86 9.01 10
-0.77 3.879 9.04 10
-0.76 3.909 9.03 10
-0.71 3.86 9.08 10
-0.729 3.87 9.01 10
-0.68 3.879 9.04 10
-0.69 3.939 9.059 10
-0.68 3.97 9.0 10
-0.729 4.0 9.01 10
-0.729 3.929 9.01 10
-0.71 3.949 8.99 10
-0.7 3.98 9.019 10
-0.71 3.99 9.059 10
-0.729 3.939 9.08 10
-0.7 3.97 9.03 10
-0.719 4.009 9.0 10
-0.7 4.02 9.05 10
-0.7 3.939 9.019 10
-0.7 3.97 9.05 10
-0.669 3.919 9.01 10
-0.65 3.899 9.09 10
-0.669 3.899 9.08 10
-0.7 3.889 9.09 9
-0.729 3.86 9.11 10
-0.7 3.86 9.07 10
-0.669 3.8 9.04 10
-0.669 3.81 9.0 10
-0.719 3.85 8.96 10
-0.729 3.919 8.92 10
-0.76 3.97 8.86 10
-0.76 3.879 8.96 10
-0.74 3.86 8.96 10
-0.71 3.919 8.98 10
-0.719 3.929 9.0 10
-0.77 3.899 8.98 10
-0.75 3.87 8.96 10
-0.7 3.87 9.059 10
-0.71 3.919 9.09 10
-0.75 3.889 9.03 10
-0.74 3.929 9.03 10
-0.69 3.909 9.08 10
-0.7 3.899 9.07 10
-0.669 3.899 9.03 10
-0.669 3.889 9.01 10
-0.71 3.899 9.04 10
-0.69 3.87 9.019 10
-0.68 3.929 9.0 10
-0.69 3.889 9.05 10
-0.729 3.949 9.05 10
-0.78 3.879 8.99 10
-0.71 3.899 9.099 10
-0.68 3.86 9.13 10
-0.71 3.879 9.059 9
-0.68 3.899 9.08 10
-0.74 3.929 9.05 10
-0.74 3.929 9.019 10
-0.75 3.909 9.019 10
-0.68 3.909 8.97 10
-0.719 3.949 8.96 10
-0.729 3.919 8.96 10
-0.719 3.889 8.94 10
-0.68 3.949 8.95 10
-0.659 3.98 9.0 10
-0.75 3.949 9.01 10
-0.71 3.97 8.97 10
-0.71 3.99 9.04 10
-0.729 3.939 9.03 10
-0.81 3.87 9.03 10
-0.71 3.85 9.03 10
-0.71 3.86 9.09 10
-0.69 3.889 9.01 10
-0.729 3.929 8.99 10
-0.75 3.929 9.04 10
-0.729 3.929 8.97 10
-0.719 3.87 8.97 10
-0.7 3.84 9.03 10
-0.69 3.899 9.01 10
-0.75 3.939 8.99 10
-0.81 3.949 8.94 10
-0.849 3.929 8.97 10
-0.859 3.919 8.92 10
-0.87 3.82 8.95 10
-0.83 3.899 8.95 9
-0.849 3.84 9.04 10
-0.799 3.86 9.05 10
-0.789 3.83 9.11 10
-0.78 3.85 9.11 10
-0.729 3.82 9.07 10
-0.64 3.79 9.09 10
-0.64 3.78 9.09 10
-0.59 3.78 8.96 10
-0.51 3.73 8.84 10
-0.51 3.699 8.78 10
-0.45 3.61 8.66 10
-0.44 3.53 8.59 10
-0.41 3.55 8.61 10
-0.48 3.51 8.36 10
-0.659 3.52 8.36 10
-0.83 3.57 8.309 10
-0.96 3.62 8.109 10
-1.25 3.47 8.26 10
-1.23 3.399 8.179 10
-1.459 3.199 7.77 10
-1.329 3.04 7.759 10
-1.64 3.04 7.339 10
-1.64 3.06 6.94 10
-1.74 3.139 7.04 10
-1.959 3.3 7.259 10
-2.399 3.57 7.83 10
-3.27 3.46 7.75 10
-1.88 3.11 7.48 10
-1.459 3.46 7.5 10
-0.31 3.08 7.069 9
0.42 2.639 7.029 10
-0.17 2.62 7.97 10
-0.53 3.01 8.48 10
-0.69 3.199 8.75 10
-0.69 2.73 8.679 10
-1.699 1.54 8.17 10
-3.01 0.93 8.139 10
-1.81 1.579 9.19 10
-1.35 4.23 11.15 10
-0.25 7.81 13.019 10
0.44 8.61 14.07 10
2.54 6.29 15.309 10
2.03 5.46 16.33 10
-0.849 6.899 20.8 10
-2.19 10.65 24.14 10
-0.669 11.7 27.619 10
-0.02 12.91 28.689 10
-0.32 12.309 27.05 10
-1.63 10.809 25.23 10
-1.92 11.0 22.109 10
-1.819 11.61 18.06 10
-1.64 11.19 14.98 10
-1.31 10.269 11.69 10
-0.37 9.969 8.67 10
0.37 9.36 6.339 10
0.65 9.25 4.69 10
0.849 8.91 3.74 10
1.61 8.32 2.78 10
2.24 7.319 2.1 10
1.76 6.799 1.55 10
1.04 5.6 1.99 9
1.89 3.879 2.27 10
3.84 1.9 1.8 10
3.449 2.159 0.38 10
3.139 -0.35 -0.5 10
1.9 -1.579 -1.1 10
1.819 -1.75 -0.52 10
2.19 -1.709 -0.429 10
1.67 -2.03 -0.61 10
0.06 -2.1 -1.209 10
-1.11 -1.589 -0.74 9
-1.36 -1.16 0.22 10
-1.77 -1.38 -0.11 10
-1.969 -1.56 -0.76 10
-1.719 -1.63 -0.53 10
-1.079 -2.639 -0.35 10
-0.94 -1.27 -0.83 10
-1.079 -1.06 -0.799 10
-0.88 -0.88 -0.75 10
-0.61 -1.209 -0.53 10
-0.34 -0.659 -0.55 10
-0.57 -0.35 -0.659 10
-1.01 0.0 -0.48 10
-1.069 1.15 -0.52 10
-0.859 1.25 -0.17 10
-0.08 1.65 -1.28 10
0.859 2.45 -0.969 10
2.52 3.889 -0.669 10
2.03 6.46 -0.62 10
2.12 9.13 -2.679 10
2.159 11.98 -2.18 10
1.579 16.119 -1.37 10
1.27 21.99 -0.08 10
2.05 31.08 1.62 10
4.509 35.35 1.13 10
6.42 40.059 0.78 10
8.97 40.059 4.009 10
9.9 39.14 2.55 10
9.69 36.25 1.13 10
8.74 33.53 1.5 9
7.87 30.06 1.41 10
7.27 25.31 0.63 10
6.99 21.13 -0.64 10
7.0 17.42 -1.56 10
6.72 14.19 -2.0 10
6.049 11.99 -2.659 10
5.17 10.34 -3.31 10
4.5 8.769 -3.52 10
3.909 7.17 -3.3 10
3.06 5.65 -3.139 10
2.86 4.029 -2.56 10
2.46 2.11 -2.26 10
1.38 0.41 -2.18 10
0.399 -0.919 -1.91 10
-0.299 -2.09 -1.66 10
-0.909 -2.79 -1.27 10
-1.24 -2.899 -0.849 10
-1.48 -3.05 -0.39 10
-2.11 -2.97 0.28 10
-2.28 -3.08 0.459 10
-2.24 -3.389 0.719 10
-2.129 -3.76 1.18 10
-1.849 -4.1 1.48 10
-1.61 -4.31 1.599 10
-1.13 -4.29 1.64 10
-0.399 -4.61 1.569 10
0.149 -4.94 1.459 10
0.16 -5.04 1.64 10
0.269 -4.71 1.699 9
0.399 -4.36 1.73 10
0.459 -3.48 1.53 10
0.02 -2.2 1.06 10
-0.049 -0.17 0.56 10
0.16 2.5 0.06 10
-0.179 5.529 -0.69 10
-0.06 9.69 -1.579 10
0.82 14.98 -3.0 10
2.149 20.609 -3.949 10
2.32 27.82 -4.41 10
2.02 35.809 -3.82 10
1.62 40.059 -3.22 10
2.46 40.059 -2.639 10
4.339 40.059 -0.599 10
5.38 40.059 -0.13 10
6.48 39.829 -0.32 10
6.23 35.28 0.29 10
5.609 30.359 1.079 10
5.46 26.05 1.01 10
5.41 21.93 0.57 10
5.69 18.029 0.58 10
5.49 14.92 0.459 10
5.22 12.17 0.329 10
5.0 9.269 0.16 10
4.7 6.43 -0.089 10
5.04 3.78 -0.5 10
4.96 1.339 -0.81 10
4.58 -0.65 -0.909 10
3.8 -2.389 -1.09 10
2.54 -4.0 -0.93 9
0.96 -5.14 -0.669 10
-0.58 -5.64 -0.39 10
-1.589 -5.549 0.24 10
-2.18 -5.44 0.539 10
-2.35 -5.1 0.669 10
-2.28 -4.509 0.859 10
-2.03 -3.99 0.849 10
-1.839 -3.52 0.83 10
-1.699 -3.02 0.729 10
-1.53 -2.49 0.659 10
-1.4 -1.819 0.44 10
-1.42 -1.06 0.399 10
-1.28 -0.52 0.37 10
-0.9 -0.11 0.149 10
-0.42 0.149 -0.04 10
-0.03 0.599 -0.19 10
0.21 1.03 -0.39 10
0.24 1.35 -0.51 10
0.329 1.949 -0.789 10
0.0 2.429 -0.989 10
-0.13 3.04 -1.16 10
-0.329 4.62 -1.41 10
-0.61 6.629 -1.35 10
-0.08 9.69 -1.4 10
1.17 13.96 -1.92 10
3.22 18.92 -1.99 10
4.93 25.98 -1.439 10
4.81 35.03 0.58 10
5.52 40.059 1.689 9
6.33 40.059 2.879 10
6.589 40.02 3.22 10
4.41 39.2 3.26 10
3.61 36.02 2.899 10
3.419 33.2 1.849 10
3.78 30.47 0.5 10
6.009 28.019 -1.25 10
8.7 26.25 -2.52 10
10.45 24.779 -3.09 10
10.69 22.16 -3.08 10
9.809 18.359 -3.5 10
7.98 13.99 -3.37 10
6.319 9.53 -2.909 10
3.629 5.31 -2.25 10
1.52 1.199 -1.68 10
0.08 -2.28 -1.449 10
-1.26 -4.88 -1.02 10
-2.37 -6.7 -0.429 10
-3.27 -7.41 -0.089 10
-3.83 -7.319 0.32 10
-3.57 -7.17 0.69 10
-3.159 -6.67 0.669 10
-2.74 -5.9 0.729 10
-2.19 -5.029 0.849 10
-1.53 -4.04 0.88 10
-0.88 -3.129 0.799 10
-0.399 -2.1 0.77 10
0.28 -1.14 0.659 10
1.03 -0.41 0.489 9
1.569 -0.08 0.55 10
1.839 -0.099 0.58 10
1.88 0.07 0.48 10
1.64 0.089 0.58 10
1.28 0.16 0.459 10
0.7 0.32 0.32 10
0.22 0.44 0.21 10
-0.14 0.52 0.13 10
-0.459 0.69 -0.02 10
-0.669 1.06 -0.089 10
-0.55 1.56 -0.21 10
-0.04 2.33 -0.599 10
0.179 3.76 -1.04 10
0.919 5.94 -1.14 10
1.64 8.73 -1.449 10
2.29 12.03 -2.1 10
2.95 16.67 -1.839 10
1.18 24.789 -0.01 10
0.81 37.11 3.06 10
4.0 40.05 3.31 10
7.97 40.059 2.95 10
11.88 40.059 3.77 10
12.4 40.059 3.61 10
11.519 39.57 3.31 10
8.58 33.829 3.09 10
5.72 28.43 2.44 10
4.36 23.279 1.29 10
4.64 20.05 0.69 10
5.81 17.43 -0.21 9
7.379 16.8 -1.42 10
8.559 16.16 -2.149 10
8.69 14.69 -2.8 10
8.109 11.88 -2.889 10
6.74 8.26 -3.25 10
4.42 4.06 -2.86 10
1.79 -0.04 -2.46 10
-0.52 -3.79 -1.79 10
-2.79 -5.839 -0.94 10
-4.259 -6.17 -0.06 10
-4.72 -6.129 0.75 10
-4.04 -5.65 1.5 10
-2.72 -5.069 1.77 10
-1.64 -4.62 1.79 10
-0.799 -4.15 1.56 10
-0.42 -3.56 1.38 10
-0.489 -3.07 1.329 10
-0.52 -2.27 1.079 10
-0.56 -1.62 0.94 10
-0.41 -1.04 0.849 10
0.04 -0.719 0.58 10
0.56 -0.489 0.229 10
1.02 -0.22 -0.13 10
1.41 0.0 -0.53 10
1.41 0.26 -0.82 10
0.95 0.61 -1.03 10
0.269 1.069 -1.03 10
-0.28 1.3 -1.04 10
-0.65 1.469 -0.989 9
-0.84 1.839 -0.76 10
-0.909 2.34 -0.61 10
-0.61 3.08 -0.52 10
-0.01 4.37 -0.52 10
0.53 6.41 -0.31 10
1.53 9.639 -0.25 10
2.84 14.92 -0.42 10
4.83 21.539 0.099 10
5.19 29.46 1.14 10
6.66 38.45 2.379 10
8.57 40.059 2.19 10
9.969 40.059 1.86 10
9.83 39.899 1.89 10
6.899 35.77 1.93 10
3.86 31.25 1.35 10
1.15 27.439 0.5 10
-0.14 25.09 -0.539 10
0.52 24.08 -1.709 10
2.45 24.029 -2.44 10
5.569 24.48 -2.97 10
7.97 23.529 -4.22 10
8.46 21.02 -4.819 10
7.109 17.609 -4.67 10
4.38 13.44 -4.509 10
1.699 8.22 -4.16 10
-0.459 2.87 -3.649 10
-2.3 -1.849 -3.06 10
-3.669 -5.5 -2.07 10
-4.1 -7.72 -0.909 9
-4.24 -8.7 0.24 10
-3.949 -8.53 1.329 10
-3.33 -7.73 2.03 10
-2.639 -6.54 2.649 10
-1.92 -5.109 2.87 10
-1.31 -3.699 2.84 10
0.0 -2.21 2.52 10
0.87 -0.51 2.04 10
1.48 0.729 1.599 10
1.92 1.599 1.1 10
2.159 2.29 0.729 10
2.11 2.59 0.41 10
2.04 2.389 0.199 10
1.77 1.849 -0.28 10
1.48 1.35 -0.22 10
1.13 0.95 -0.25 10
0.659 0.47 -0.329 10
0.34 0.06 -0.25 10
-0.04 -0.179 -0.229 10
-0.17 -0.34 -0.229 10
-0.31 -0.29 -0.21 10
-0.21 -0.06 -0.17 10
0.07 0.53 0.01 10
0.34 1.48 -0.12 10
0.5 3.08 -0.17 10
0.95 5.109 -0.089 10
1.63 8.22 0.07 10
2.84 12.05 -0.149 10
5.15 16.129 -0.489 9
5.009 22.41 -0.12 10
5.13 32.39 1.87 10
6.69 39.35 2.72 10
8.44 40.059 1.93 10
10.21 40.059 1.459 10
10.019 37.94 1.31 10
6.6 35.28 2.129 10
1.709 30.31 1.829 10
-3.07 27.16 2.47 10
-5.71 25.06 2.04 10
-5.27 23.92 1.42 10
-1.209 24.66 1.459 10
7.22 23.57 0.47 10
12.62 21.32 -1.459 10
14.08 18.84 -2.52 10
11.95 15.17 -2.77 10
7.98 11.25 -3.159 10
4.299 6.359 -3.36 10
1.199 1.25 -3.83 10
-1.31 -3.0 -3.79 10
-2.909 -6.12 -2.85 10
-4.15 -7.69 -1.87 10
-4.58 -7.859 -0.859 10
-4.67 -7.48 0.08 10
-4.299 -6.35 0.9 10
-3.399 -4.859 1.589 10
-2.399 -3.73 1.9 10
-1.22 -2.77 1.87 10
-0.13 -1.53 1.78 10
0.5 -0.59 1.56 9
1.14 0.32 1.27 10
1.53 1.02 1.13 10
1.599 1.459 1.069 10
1.54 1.459 0.849 10
1.48 1.16 0.53 10
1.38 0.659 0.359 10
0.989 0.16 0.16 10
0.849 -0.269 0.14 10
1.05 -0.26 0.099 10
1.199 0.0 -0.11 10
0.88 0.359 -0.24 10
0.9 0.83 -0.359 10
0.87 1.56 -0.34 10
0.59 2.3 -0.32 10
0.64 2.76 -0.24 10
0.71 3.899 -0.59 10
1.14 5.56 -0.75 10
1.55 7.66 -1.329 10
1.89 10.78 -1.589 10
2.36 14.549 -1.88 10
1.439 19.47 -1.3 10
0.729 28.51 -0.089 10
1.709 35.62 0.099 10
4.799 36.91 -0.68 10
8.73 38.25 -2.29 10
11.84 37.91 -3.3 10
12.36 36.5 -2.56 10
10.88 35.11 -4.4 10
8.55 32.85 -5.41 9
6.62 32.489 -4.62 10
6.27 31.48 -3.169 10
7.29 30.369 -1.819 10
8.78 28.33 -1.35 10
9.679 25.09 -1.9 10
8.87 21.39 -2.36 10
6.6 16.71 -2.87 10
3.29 9.26 -3.86 10
0.59 3.07 -4.1 10
-1.43 -2.12 -3.51 10
-2.679 -6.259 -2.1 10
-3.879 -8.44 -0.77 10
-4.66 -9.07 0.75 10
-4.95 -8.91 2.45 10
-4.69 -8.16 3.159 10
-3.77 -6.98 3.79 10
-2.54 -5.48 4.06 10
-1.319 -4.04 3.51 10
0.13 -2.44 2.74 10
1.48 -0.96 2.03 10
2.3 0.25 1.459 10
2.25 1.319 0.989 10
2.3 1.79 0.74 10
2.26 1.66 0.48 10
1.949 1.39 0.399 10
1.66 0.87 0.299 10
1.29 0.269 0.149 10
1.02 -0.429 -0.12 10
0.68 -1.0 -0.32 9
0.55 -1.18 -0.45 10
0.5 -1.339 -0.7 10
0.199 -1.29 -1.079 10
-0.19 -0.969 -1.329 10
-0.35 -0.21 -1.23 10
-0.94 0.71 -1.329 10
-1.28 1.67 -1.26 10
-1.0 2.649 -1.1 10
-0.44 3.439 -1.24 10
0.5 4.509 -1.43 10
1.67 6.02 -1.39 10
2.35 8.09 -1.569 10
2.28 11.36 -1.38 10
1.14 16.44 -0.89 10
-0.77 24.16 1.51 10
-0.88 34.11 3.48 10
1.65 40.059 3.78 10
5.45 40.059 4.19 10
11.28 40.059 4.85 10
12.53 40.059 5.4 10
10.929 37.64 6.04 10
7.12 34.36 5.879 10
3.87 31.39 5.42 10
2.169 28.519 4.23 10
3.32 26.08 3.22 10
5.71 23.769 1.88 10
8.26 21.609 0.03 10
8.67 20.289 -1.78 10
7.54 18.67 -2.52 9
4.859 14.49 -3.26 10
2.889 10.309 -3.58 10
1.41 5.509 -3.679 10
-0.19 0.919 -3.27 10
-1.91 -2.909 -2.21 10
-3.24 -5.5 -1.199 10
-3.48 -7.14 -0.41 10
-3.85 -7.669 0.38 10
-3.46 -7.379 1.1 10
-2.939 -6.6 1.63 10
-2.45 -5.67 1.76 10
-1.79 -4.65 1.709 10
-1.02 -3.76 1.569 10
-0.14 -2.84 1.27 10
0.38 -1.88 1.06 10
0.64 -0.93 0.96 10
0.95 -0.47 0.989 10
1.09 -0.04 0.88 10
1.29 0.14 0.81 10
1.48 0.22 0.81 10
1.35 0.539 0.64 10
1.15 0.81 0.38 10
1.06 1.0 0.089 10
0.969 1.12 -0.34 10
0.81 1.11 -0.59 10
0.919 1.06 -0.47 10
1.469 1.12 -0.76 10
1.73 1.38 -1.13 10
1.62 2.01 -1.52 9
1.52 3.449 -1.329 10
0.95 5.109 -1.36 10
0.179 7.29 -1.48 10
0.399 10.349 -1.209 10
1.18 13.07 -1.199 10
0.489 16.76 -1.42 10
0.55 23.869 -0.38 10
1.56 31.42 0.19 10
2.54 35.96 -0.26 10
5.71 36.84 -0.47 10
6.629 36.11 -0.89 10
4.73 34.88 -0.28 10
2.389 32.63 0.729 10
-0.229 30.599 1.02 10
-1.579 29.029 1.189 10
-1.459 28.43 1.48 10
1.569 28.38 1.92 10
6.529 27.81 1.939 10
11.36 25.949 1.55 10
13.88 22.84 0.599 10
12.34 19.74 0.34 10
8.849 15.99 0.14 10
5.48 11.519 -0.38 10
2.379 6.569 -1.0 10
-0.06 1.66 -1.75 10
-1.93 -2.23 -2.379 10
-2.97 -5.22 -2.72 10
-3.72 -6.91 -2.24 10
-3.899 -7.68 -1.699 9
-3.879 -7.62 -1.469 10
-3.98 -7.089 -1.079 10
-3.679 -6.02 -0.26 10
-3.06 -4.61 0.34 10
-2.54 -3.379 0.7 10
-1.52 -2.22 0.919 10
0.0 -1.12 0.9 10
1.51 -0.199 0.75 10
2.32 0.89 0.93 10
2.96 1.63 0.93 10
3.33 1.699 0.909 10
3.189 1.469 0.96 10
2.74 1.15 0.93 10
2.09 0.74 1.04 10
1.11 0.24 0.9 10
0.35 -0.04 0.75 10
-0.099 -0.44 0.64 10
-0.34 -0.51 0.41 10
-0.11 -0.299 0.35 10
0.049 0.16 0.02 10
0.0 0.51 -0.429 10
-0.16 1.38 -0.459 10
-0.52 2.46 -0.74 10
-1.069 3.659 -0.87 10
-1.319 5.629 -0.78 10
-1.439 7.23 -0.62 10
-1.689 9.65 -0.24 10
-2.83 13.799 0.83 10
-3.55 21.0 2.149 10
-2.159 30.679 3.29 9
1.569 38.67 4.4 10
7.379 40.059 5.08 10
14.23 40.059 6.1 10
15.309 40.059 7.16 10
12.78 39.219 8.559 10
7.609 35.3 8.92 10
3.899 30.949 8.019 10
1.979 27.47 7.68 10
1.92 24.26 6.19 10
2.929 21.34 4.47 10
4.5 18.59 2.57 10
5.17 17.41 1.069 10
5.65 16.16 0.13 10
6.259 15.059 -0.599 10
6.25 13.19 -1.18 10
5.87 10.08 -1.78 10
4.799 6.359 -2.19 10
3.49 2.97 -2.399 10
2.379 -0.179 -2.2 10
1.51 -3.06 -1.939 10
0.659 -5.15 -1.569 10
-0.049 -6.589 -0.909 10
-0.94 -7.089 -0.459 10
-1.89 -6.629 0.13 10
-2.55 -5.92 0.82 10
-2.96 -5.31 1.15 10
-2.8 -4.72 1.36 10
-2.01 -4.1 1.449 10
-1.18 -3.46 1.39 9
-0.26 -2.44 1.31 10
0.669 -1.67 1.03 10
1.31 -0.81 0.71 10
1.77 0.26 0.5 10
2.46 1.38 0.299 10
2.61 2.07 0.099 10
2.5 2.47 0.08 10
